Invoice Date,Month,Season,Product Name,Brand,Price,Discount Price,Quantity,Revenue
2024-02-11,February,Winter,Eggs - Farm Tray,Fresho,7.69,7.3,4,29.2
2024-10-05,October,Festive,Carrot - Pack 2,Fresho,50.79,45.38,0.5,22.69
2024-06-30,June,Summer,Bread - Whole Wheat - Pack 3,Harvest,50.24,33.76,6,202.56
2024-12-26,December,Festive,Tomato - Pack 2,Fresho,81.87,69.52,3,208.56
2024-08-04,August,Monsoon,Frozen Peas,Fresho,0.32,0.26,50,13
2024-10-13,October,Festive,Maggi Noodles - Pack 3,MAGGI,0.48,0.41,2000,820
2024-06-03,June,Summer,Eggs - Farm Tray - Pack 2,Fresho,18.66,16.08,4,64.32
2024-03-29,March,Winter,Carrot - Pack 2,Fresho,80.36,71.53,1,71.53
2024-06-14,June,Summer,Tender Coconut Water,Fresho,0.06,0.05,250,12.5
2024-03-12,March,Winter,Bread - Whole Wheat - Pack 2,Harvest,69.21,59.99,24,1439.76
2024-04-12,April,Summer,Tomato - Pack 3,Fresho,64.21,58.87,10,588.7
2024-11-23,November,Festive,Toothpaste - Colgate - Pack 2,Colgate,213.29,177.74,1,177.74
2024-06-03,June,Summer,Toothpaste - Colgate - Pack 3,Colgate,197.84,137.05,10,1370.5
2024-11-08,November,Festive,Toothpaste - Colgate - Pack 3,Colgate,369.45,334.93,3,1004.79
2024-08-24,August,Monsoon,Paneer - Fresh,Milky Mist,328.57,259.43,2,518.86
2024-07-11,July,Monsoon,Milk - Full Cream - Pack 2,Amul,0.04,0.04,4000,160
2024-08-11,August,Monsoon,Onion,Fresho,94.65,65.72,2,131.44
2024-12-07,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,167.56,139.19,0.25,34.7975
2024-06-09,June,Summer,Tomato,Fresho,41.45,33.14,3,99.42
2024-07-02,July,Monsoon,Detergent - Powder - Pack 3,Surf,214.68,185.96,0.5,92.98
2024-08-06,August,Monsoon,Tea - Leaf - Pack 2,Red Label,0.82,0.57,200,114
2024-07-29,July,Monsoon,Paneer - Fresh - Pack 3,Milky Mist,351.79,245.34,2,490.68
2024-01-14,January,Winter,Rice - Sona Masoori - Pack 2,BB Royal,119.41,82.14,2,164.28
2024-08-03,August,Monsoon,Carrot,Fresho,138.1,111.23,5,556.15
2024-10-18,October,Festive,Tender Coconut Water - Pack 2,Fresho,0.08,0.06,350,21
2024-06-03,June,Summer,Carrot - Pack 2,Fresho,72.53,65.23,5,326.15
2024-09-19,September,Monsoon,Potato,Fresho,67.19,62.31,0.5,31.155
2024-12-19,December,Festive,Detergent - Powder - Pack 3,Surf,188.52,158.02,0.5,79.01
2024-05-30,May,Summer,Paneer - Fresh - Pack 3,Milky Mist,307.87,230.11,0.5,115.055
2024-11-20,November,Festive,Milk - Full Cream - Pack 2,Amul,0.05,0.05,350,17.5
2024-12-25,December,Festive,Tender Coconut Water - Pack 2,Fresho,0.58,0.46,1500,690
2024-12-06,December,Festive,Tomato - Pack 3,Fresho,57.85,52.25,1,52.25
2024-01-28,January,Winter,Detergent - Powder - Pack 3,Surf,301.22,269.19,5,1345.95
2024-11-04,November,Festive,Potato - Pack 3,Fresho,72.77,62.49,3,187.47
2024-02-24,February,Winter,Detergent - Powder - Pack 2,Surf,289.98,209.95,1,209.95
2024-10-13,October,Festive,Onion,Fresho,74.1,59.56,1,59.56
2024-09-03,September,Monsoon,Rice - Sona Masoori - Pack 2,BB Royal,210.84,145.78,2,291.56
2024-02-01,February,Winter,Carrot - Pack 2,Fresho,82.77,68.34,3,205.02
2024-12-14,December,Festive,Rice - Sona Masoori,BB Royal,106.26,77.43,0.25,19.3575
2024-01-28,January,Winter,Detergent - Powder,Surf,203.36,140.49,1,140.49
2024-09-21,September,Monsoon,Bread - Whole Wheat,Harvest,62.3,51.42,24,1234.08
2024-12-03,December,Festive,Olive Oil - Extra Virgin,BORGES,2.45,1.77,2000,3540
2024-12-26,December,Festive,Carrot - Pack 2,Fresho,131.44,95.96,10,959.6
2024-03-20,March,Winter,Maggi Noodles,MAGGI,0.24,0.21,200,42
2024-11-09,November,Festive,Frozen Peas - Pack 3,Fresho,0.38,0.3,2000,600
2024-01-04,January,Winter,Detergent - Powder,Surf,234.13,159.73,3,479.19
2024-04-12,April,Summer,Rice - Sona Masoori - Pack 2,BB Royal,131.5,121.08,10,1210.8
2024-10-01,October,Festive,Toothpaste - Colgate - Pack 2,Colgate,103.54,92.32,10,923.2
2024-10-16,October,Festive,Carrot - Pack 3,Fresho,44.67,40.69,10,406.9
2024-05-06,May,Summer,Carrot - Pack 3,Fresho,77.34,53.44,1,53.44
2024-11-30,November,Festive,Milk - Full Cream - Pack 2,Amul,0.05,0.04,1500,60
2024-12-04,December,Festive,Toothpaste - Colgate - Pack 2,Colgate,419.72,313.05,5,1565.25
2024-01-29,January,Winter,Potato - Pack 3,Fresho,78.43,67.58,10,675.8
2024-06-02,June,Summer,Paneer - Fresh - Pack 3,Milky Mist,418.68,370.92,0.25,92.73
2024-04-04,April,Summer,Onion,Fresho,89.2,66.33,10,663.3
2024-05-13,May,Summer,Tea - Leaf - Pack 2,Red Label,0.64,0.51,200,102
2024-08-12,August,Monsoon,Tomato - Pack 3,Fresho,36.6,25.01,2,50.02
2024-03-04,March,Winter,Bread - Whole Wheat,Harvest,70.95,58.51,1,58.51
2024-01-12,January,Winter,Eggs - Farm Tray,Fresho,7.23,5.07,3,15.21
2024-12-24,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,157.71,118.89,0.25,29.7225
2024-12-05,December,Festive,Potato,Fresho,63.25,54.5,5,272.5
2024-04-12,April,Summer,Eggs - Farm Tray,Fresho,15.45,13.91,24,333.84
2024-05-28,May,Summer,Milk - Full Cream - Pack 2,Amul,0.04,0.03,1500,45
2024-10-13,October,Festive,Eggs - Farm Tray - Pack 3,Fresho,24.02,17.63,10,176.3
2024-09-09,September,Monsoon,Tea - Leaf - Pack 3,Red Label,0.62,0.56,50,28
2024-11-05,November,Festive,Maggi Noodles - Pack 2,MAGGI,0.2,0.17,50,8.5
2024-12-29,December,Festive,Tomato - Pack 2,Fresho,67.05,62.39,5,311.95
2024-08-25,August,Monsoon,Tender Coconut Water,Fresho,0.26,0.23,250,57.5
2024-08-05,August,Monsoon,Olive Oil - Extra Virgin,BORGES,1.36,1.04,750,780
2024-11-06,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,7.95,6.78,12,81.36
2024-07-18,July,Monsoon,Potato - Pack 3,Fresho,85.49,59.54,2,119.08
2024-11-08,November,Festive,Detergent - Powder - Pack 2,Surf,429.21,296.27,0.25,74.0675
2024-12-23,December,Festive,Tea - Leaf - Pack 3,Red Label,0.09,0.06,100,6
2024-08-15,August,Monsoon,Rice - Sona Masoori,BB Royal,175.71,118.38,1,118.38
2024-11-15,November,Festive,Milk - Full Cream - Pack 2,Amul,0.08,0.06,250,15
2024-08-27,August,Monsoon,Tea - Leaf,Red Label,0.28,0.2,750,150
2024-08-22,August,Monsoon,Tomato - Pack 2,Fresho,57.51,45.69,5,228.45
2024-10-21,October,Festive,Detergent - Powder,Surf,229.05,184.85,2,369.7
2024-12-04,December,Festive,Onion - Pack 3,Fresho,102.32,77.4,2,154.8
2024-12-30,December,Festive,Carrot - Pack 3,Fresho,152.55,105.5,3,316.5
2024-09-19,September,Monsoon,Potato - Pack 2,Fresho,78.3,71.5,2,143
2024-12-23,December,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,1.18,1.08,1500,1620
2024-12-23,December,Festive,Maggi Noodles - Pack 2,MAGGI,0.14,0.1,250,25
2024-06-22,June,Summer,Onion - Pack 3,Fresho,79.55,63.62,0.5,31.81
2024-03-12,March,Winter,Paneer - Fresh - Pack 3,Milky Mist,284.36,223.33,10,2233.3
2024-12-24,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,13.36,9.53,5,47.65
2024-11-20,November,Festive,Eggs - Farm Tray,Fresho,22.47,17.18,24,412.32
2024-12-22,December,Festive,Tender Coconut Water - Pack 2,Fresho,0.41,0.39,4000,1560
2024-08-29,August,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,61.93,50.91,5,254.55
2024-04-02,April,Summer,Eggs - Farm Tray - Pack 3,Fresho,19.42,17.47,10,174.7
2024-09-16,September,Monsoon,Olive Oil - Extra Virgin - Pack 3,BORGES,1.59,1.17,4000,4680
2024-09-26,September,Monsoon,Carrot - Pack 3,Fresho,115.48,98.72,0.5,49.36
2024-12-29,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,121.58,105.52,0.25,26.38
2024-12-14,December,Festive,Bread - Whole Wheat,Harvest,57.91,39.27,6,235.62
2024-12-19,December,Festive,Carrot - Pack 3,Fresho,113.34,98.09,0.25,24.5225
2024-02-04,February,Winter,Toothpaste - Colgate - Pack 2,Colgate,318.24,298.92,1,298.92
2024-10-21,October,Festive,Eggs - Farm Tray - Pack 3,Fresho,14.64,12.54,12,150.48
2024-12-25,December,Festive,Tender Coconut Water,Fresho,0.27,0.19,100,19
2024-12-26,December,Festive,Rice - Sona Masoori - Pack 2,BB Royal,90.74,72.3,2,144.6
2024-04-28,April,Summer,Olive Oil - Extra Virgin,BORGES,2.64,2.1,500,1050
2024-05-01,May,Summer,Tea - Leaf - Pack 2,Red Label,0.14,0.1,1000,100
2024-10-23,October,Festive,Rice - Sona Masoori - Pack 3,BB Royal,159.23,136.63,10,1366.3
2024-07-15,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.17,0.12,1500,180
2024-08-03,August,Monsoon,Eggs - Farm Tray - Pack 3,Fresho,18.19,12.86,10,128.6
2024-02-01,February,Winter,Potato - Pack 2,Fresho,79.45,72.94,1,72.94
2024-02-28,February,Winter,Bread - Whole Wheat - Pack 3,Harvest,65.17,49.86,24,1196.64
2024-10-10,October,Festive,Potato,Fresho,66.14,48.52,0.5,24.26
2024-07-10,July,Monsoon,Toothpaste - Colgate,Colgate,55.72,43.44,2,86.88
2024-01-16,January,Winter,Bread - Whole Wheat,Harvest,64.3,47.9,1,47.9
2024-06-13,June,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,1.61,1.08,1000,1080
2024-11-27,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,62.29,50.12,10,501.2
2024-12-21,December,Festive,Bread - Whole Wheat,Harvest,33.83,29.12,1,29.12
2024-04-12,April,Summer,Paneer - Fresh - Pack 3,Milky Mist,323.53,263.38,2,526.76
2024-12-02,December,Festive,Rice - Sona Masoori - Pack 3,BB Royal,52.3,42.45,2,84.9
2024-05-26,May,Summer,Detergent - Powder - Pack 3,Surf,222.83,200.56,10,2005.6
2024-10-21,October,Festive,Frozen Peas - Pack 3,Fresho,0.65,0.45,200,90
2024-09-27,September,Monsoon,Maggi Noodles,MAGGI,0.52,0.39,500,195
2024-04-08,April,Summer,Maggi Noodles - Pack 3,MAGGI,0.33,0.26,1500,390
2024-10-04,October,Festive,Bread - Whole Wheat,Harvest,48.05,40.1,4,160.4
2024-02-19,February,Winter,Toothpaste - Colgate - Pack 3,Colgate,222.16,160.04,1,160.04
2024-10-18,October,Festive,Toothpaste - Colgate,Colgate,140.13,103.35,10,1033.5
2024-07-03,July,Monsoon,Carrot - Pack 2,Fresho,126.23,118.99,5,594.95
2024-02-06,February,Winter,Milk - Full Cream - Pack 3,Amul,0.04,0.04,5000,200
2024-12-27,December,Festive,Detergent - Powder,Surf,228.76,205.62,5,1028.1
2024-09-27,September,Monsoon,Tomato - Pack 2,Fresho,37.08,27.64,5,138.2
2024-04-16,April,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,5.66,4.06,1000,4060
2024-08-30,August,Monsoon,Olive Oil - Extra Virgin - Pack 2,BORGES,4.66,3.73,1000,3730
2024-07-01,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.23,0.16,1000,160
2024-03-11,March,Winter,Potato - Pack 2,Fresho,81.07,54.67,2,109.34
2024-08-12,August,Monsoon,Onion,Fresho,113.55,86.61,2,173.22
2024-07-11,July,Monsoon,Carrot - Pack 3,Fresho,122.45,93.83,10,938.3
2024-02-10,February,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,3.86,2.96,250,740
2024-12-06,December,Festive,Tea - Leaf - Pack 3,Red Label,0.81,0.58,750,435
2024-10-16,October,Festive,Eggs - Farm Tray - Pack 3,Fresho,7.53,5.45,12,65.4
2024-01-27,January,Winter,Onion,Fresho,94.3,79.34,3,238.02
2024-06-18,June,Summer,Paneer - Fresh - Pack 2,Milky Mist,421.7,376.19,0.5,188.095
2024-11-07,November,Festive,Eggs - Farm Tray - Pack 2,Fresho,20.22,14.99,24,359.76
2024-05-08,May,Summer,Potato - Pack 3,Fresho,91.88,77.46,5,387.3
2024-11-15,November,Festive,Rice - Sona Masoori - Pack 2,BB Royal,63.52,52.43,3,157.29
2024-10-21,October,Festive,Toothpaste - Colgate,Colgate,268.59,179.39,10,1793.9
2024-02-08,February,Winter,Toothpaste - Colgate - Pack 3,Colgate,71.81,59.69,3,179.07
2024-05-03,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,2.14,1.76,1500,2640
2024-09-13,September,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,135.5,90.35,24,2168.4
2024-12-19,December,Festive,Eggs - Farm Tray - Pack 3,Fresho,25.74,18.6,24,446.4
2024-12-29,December,Festive,Paneer - Fresh - Pack 3,Milky Mist,604.88,443.52,5,2217.6
2024-08-29,August,Monsoon,Detergent - Powder - Pack 3,Surf,235.87,182.5,5,912.5
2024-05-14,May,Summer,Tea - Leaf - Pack 3,Red Label,0.48,0.33,1500,495
2024-01-17,January,Winter,Tea - Leaf,Red Label,0.67,0.57,1000,570
2024-11-03,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,12.73,9.5,2,19
2024-10-08,October,Festive,Toothpaste - Colgate - Pack 2,Colgate,96.57,71.92,1,71.92
2024-12-10,December,Festive,Paneer - Fresh - Pack 2,Milky Mist,632.34,470.38,10,4703.8
2024-06-17,June,Summer,Potato - Pack 3,Fresho,40.04,31.98,1,31.98
2024-02-01,February,Winter,Onion - Pack 3,Fresho,43.89,33.26,0.25,8.315
2024-10-10,October,Festive,Carrot,Fresho,62.75,43.4,2,86.8
2024-01-19,January,Winter,Eggs - Farm Tray - Pack 2,Fresho,15.78,12.21,1,12.21
2024-10-10,October,Festive,Olive Oil - Extra Virgin,BORGES,6.8,4.59,5000,22950
2024-02-11,February,Winter,Potato - Pack 2,Fresho,56.84,44.13,2,88.26
2024-09-02,September,Monsoon,Toothpaste - Colgate - Pack 3,Colgate,282.83,210.58,10,2105.8
2024-05-18,May,Summer,Milk - Full Cream,Amul,0.07,0.06,500,30
2024-02-23,February,Winter,Onion - Pack 2,Fresho,73.68,57.46,5,287.3
2024-12-04,December,Festive,Detergent - Powder,Surf,327.71,289.31,3,867.93
2024-11-14,November,Festive,Rice - Sona Masoori - Pack 3,BB Royal,61.64,49.77,2,99.54
2024-06-04,June,Summer,Onion,Fresho,105.92,73.15,2,146.3
2024-04-26,April,Summer,Tea - Leaf,Red Label,0.18,0.14,100,14
2024-10-08,October,Festive,Tea - Leaf - Pack 2,Red Label,0.06,0.06,200,12
2024-10-26,October,Festive,Tomato - Pack 3,Fresho,39.52,35.8,10,358
2024-07-13,July,Monsoon,Potato,Fresho,98.74,79.66,5,398.3
2024-01-10,January,Winter,Detergent - Powder - Pack 2,Surf,166.64,139.25,1,139.25
2024-01-27,January,Winter,Toothpaste - Colgate - Pack 3,Colgate,266.61,235.37,10,2353.7
2024-11-18,November,Festive,Paneer - Fresh - Pack 2,Milky Mist,510.68,470,1,470
2024-08-08,August,Monsoon,Onion,Fresho,115.48,78.63,5,393.15
2024-03-11,March,Winter,Carrot,Fresho,112.82,92.61,1,92.61
2024-10-16,October,Festive,Tea - Leaf - Pack 3,Red Label,0.54,0.37,50,18.5
2024-07-07,July,Monsoon,Carrot,Fresho,72.88,69.14,0.5,34.57
2024-11-13,November,Festive,Olive Oil - Extra Virgin - Pack 3,BORGES,4.04,3.28,500,1640
2024-01-30,January,Winter,Frozen Peas,Fresho,0.35,0.29,50,14.5
2024-10-12,October,Festive,Tender Coconut Water - Pack 2,Fresho,0.15,0.11,100,11
2024-04-26,April,Summer,Paneer - Fresh,Milky Mist,334.45,239.89,2,479.78
2024-01-24,January,Winter,Detergent - Powder - Pack 3,Surf,181.04,157.42,1,157.42
2024-01-08,January,Winter,Tender Coconut Water,Fresho,0.3,0.28,500,140
2024-05-07,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,5.83,4.16,1500,6240
2024-02-09,February,Winter,Paneer - Fresh - Pack 3,Milky Mist,708.98,491.27,5,2456.35
2024-11-26,November,Festive,Detergent - Powder - Pack 3,Surf,153.22,106.15,1,106.15
2024-10-06,October,Festive,Toothpaste - Colgate,Colgate,405.98,349.4,12,4192.8
2024-12-17,December,Festive,Bread - Whole Wheat - Pack 3,Harvest,70.8,57.56,5,287.8
2024-05-05,May,Summer,Carrot,Fresho,62.4,58.47,0.5,29.235
2024-03-07,March,Winter,Tea - Leaf - Pack 2,Red Label,0.51,0.38,1500,570
2024-09-02,September,Monsoon,Olive Oil - Extra Virgin,BORGES,2.31,2.13,1000,2130
2024-02-09,February,Winter,Bread - Whole Wheat - Pack 3,Harvest,54.12,42.68,5,213.4
2024-12-09,December,Festive,Detergent - Powder,Surf,361.64,244.67,0.5,122.335
2024-12-30,December,Festive,Carrot - Pack 3,Fresho,81.19,54.76,3,164.28
2024-07-01,July,Monsoon,Toothpaste - Colgate,Colgate,53.75,43.43,3,130.29
2024-04-22,April,Summer,Potato - Pack 2,Fresho,44.45,30.62,2,61.24
2024-06-03,June,Summer,Tea - Leaf,Red Label,0.51,0.37,200,74
2024-05-29,May,Summer,Frozen Peas - Pack 2,Fresho,0.35,0.29,2000,580
2024-05-05,May,Summer,Olive Oil - Extra Virgin - Pack 3,BORGES,5.49,4.46,1500,6690
2024-05-16,May,Summer,Maggi Noodles - Pack 3,MAGGI,0.45,0.36,1500,540
2024-12-09,December,Festive,Carrot - Pack 3,Fresho,45.28,40.99,1,40.99
2024-01-28,January,Winter,Paneer - Fresh - Pack 2,Milky Mist,316.92,214.66,3,643.98
2024-11-22,November,Festive,Paneer - Fresh - Pack 2,Milky Mist,260.72,228.69,3,686.07
2024-09-05,September,Monsoon,Olive Oil - Extra Virgin,BORGES,6.47,4.9,350,1715
2024-10-27,October,Festive,Carrot,Fresho,42.91,40.79,0.5,20.395
2024-09-23,September,Monsoon,Potato - Pack 2,Fresho,34.25,22.98,1,22.98
2024-12-10,December,Festive,Detergent - Powder - Pack 3,Surf,149.08,112.29,2,224.58
2024-11-17,November,Festive,Frozen Peas - Pack 3,Fresho,1.14,0.96,100,96
2024-03-13,March,Winter,Rice - Sona Masoori - Pack 3,BB Royal,192.94,133.82,5,669.1
2024-10-31,October,Festive,Frozen Peas - Pack 2,Fresho,0.29,0.26,100,26
2024-08-20,August,Monsoon,Eggs - Farm Tray - Pack 2,Fresho,21.62,16.98,24,407.52
2024-01-11,January,Winter,Carrot,Fresho,66.58,50.59,5,252.95
2024-01-18,January,Winter,Olive Oil - Extra Virgin - Pack 2,BORGES,5.1,3.58,1000,3580
2024-12-15,December,Festive,Tea - Leaf,Red Label,0.2,0.14,500,70
2024-10-11,October,Festive,Detergent - Powder - Pack 3,Surf,335.39,279.89,0.5,139.945
2024-12-18,December,Festive,Frozen Peas,Fresho,0.11,0.1,200,20
2024-10-03,October,Festive,Bread - Whole Wheat,Harvest,31.21,21.24,4,84.96
2024-07-15,July,Monsoon,Tender Coconut Water,Fresho,0.45,0.32,1000,320
2024-04-24,April,Summer,Rice - Sona Masoori,BB Royal,79.13,53.76,1,53.76
2024-10-24,October,Festive,Olive Oil - Extra Virgin - Pack 2,BORGES,5.17,3.6,100,360
2024-09-29,September,Monsoon,Tea - Leaf - Pack 2,Red Label,0.13,0.12,2000,240
2024-11-09,November,Festive,Maggi Noodles,MAGGI,0.21,0.14,750,105
2024-11-14,November,Festive,Tender Coconut Water - Pack 2,Fresho,0.25,0.23,4000,920
2024-06-21,June,Summer,Olive Oil - Extra Virgin,BORGES,4.9,3.29,1000,3290
2024-05-14,May,Summer,Carrot,Fresho,113.7,107.97,10,1079.7
2024-04-20,April,Summer,Paneer - Fresh,Milky Mist,383.42,347.23,10,3472.3
2024-06-23,June,Summer,Carrot - Pack 2,Fresho,157.62,117.15,1,117.15
2024-08-10,August,Monsoon,Maggi Noodles,MAGGI,0.47,0.43,750,322.5
2024-01-30,January,Winter,Potato,Fresho,66.62,49.75,2,99.5
2024-07-17,July,Monsoon,Potato - Pack 2,Fresho,29.39,23.73,2,47.46
2024-05-27,May,Summer,Toothpaste - Colgate,Colgate,378.83,339.46,3,1018.38
2024-09-30,September,Monsoon,Bread - Whole Wheat,Harvest,55.94,43.63,2,87.26
2024-09-22,September,Monsoon,Eggs - Farm Tray,Fresho,12.89,11.35,4,45.4
2024-11-18,November,Festive,Frozen Peas - Pack 2,Fresho,1.18,0.82,200,164
2024-05-01,May,Summer,Milk - Full Cream - Pack 2,Amul,0.07,0.06,500,30
2024-10-02,October,Festive,Toothpaste - Colgate - Pack 3,Colgate,358.35,281.72,1,281.72
2024-12-27,December,Festive,Onion - Pack 2,Fresho,114.62,81.96,2,163.92
2024-02-13,February,Winter,Milk - Full Cream - Pack 3,Amul,0.09,0.06,200,12
2024-05-31,May,Summer,Detergent - Powder - Pack 3,Surf,185.39,170.98,10,1709.8
2024-11-20,November,Festive,Toothpaste - Colgate - Pack 3,Colgate,378.42,283.79,2,567.58
2024-11-05,November,Festive,Detergent - Powder - Pack 3,Surf,135.95,99.76,3,299.28
2024-12-24,December,Festive,Detergent - Powder,Surf,117.51,97.26,0.5,48.63
2024-12-23,December,Festive,Eggs - Farm Tray,Fresho,6.5,4.59,5,22.95
2024-01-07,January,Winter,Olive Oil - Extra Virgin - Pack 3,BORGES,3.66,3.04,750,2280
2024-12-12,December,Festive,Olive Oil - Extra Virgin - Pack 2,BORGES,5.54,3.92,200,784
2024-05-15,May,Summer,Milk - Full Cream - Pack 3,Amul,0.05,0.04,1500,60
2024-08-15,August,Monsoon,Rice - Sona Masoori,BB Royal,90.96,67.38,2,134.76
2024-08-13,August,Monsoon,Tea - Leaf - Pack 2,Red Label,0.58,0.41,50,20.5
2024-10-05,October,Festive,Onion,Fresho,35.61,30.68,0.25,7.67
2024-09-02,September,Monsoon,Onion,Fresho,58.49,49.14,5,245.7
2024-04-21,April,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,7.4,4.94,500,2470
2024-02-10,February,Winter,Paneer - Fresh,Milky Mist,357.87,253.46,3,760.38
2024-12-18,December,Festive,Onion - Pack 2,Fresho,80.14,65.31,5,326.55
2024-02-02,February,Winter,Carrot - Pack 2,Fresho,71.92,59.08,10,590.8
2024-05-12,May,Summer,Olive Oil - Extra Virgin - Pack 2,BORGES,3.84,2.6,2000,5200
2024-05-21,May,Summer,Rice - Sona Masoori - Pack 2,BB Royal,145.31,112.61,5,563.05
2024-12-03,December,Festive,Onion,Fresho,65.26,49.3,0.5,24.65
2024-12-20,December,Festive,Bread - Whole Wheat,Harvest,71.89,58.83,2,117.66
2024-12-19,December,Festive,Detergent - Powder - Pack 3,Surf,372.27,270.73,2,541.46
2024-04-29,April,Summer,Bread - Whole Wheat,Harvest,27.19,25.29,10,252.9
2024-10-05,October,Festive,Eggs - Farm Tray,Fresho,12.61,8.8,12,105.6
2024-12-04,December,Festive,Maggi Noodles - Pack 3,MAGGI,0.63,0.45,2000,900
2024-06-11,June,Summer,Tender Coconut Water,Fresho,0.1,0.07,1500,105
2024-12-31,December,Festive,Toothpaste - Colgate - Pack 3,Colgate,281.92,189.72,24,4553.28
2024-12-31,December,Festive,Toothpaste - Colgate - Pack 3,Colgate,71.48,52.72,3,158.16
2024-05-11,May,Summer,Tomato - Pack 2,Fresho,67.86,49.34,3,148.02
2024-11-15,November,Festive,Detergent - Powder - Pack 3,Surf,293.56,270.44,5,1352.2
2024-01-23,January,Winter,Eggs - Farm Tray,Fresho,20.71,16.97,3,50.91
2024-06-28,June,Summer,Tomato,Fresho,65,49.91,1,49.91
2024-12-04,December,Festive,Bread - Whole Wheat,Harvest,60.25,52.01,3,156.03
2024-09-18,September,Monsoon,Detergent - Powder,Surf,259.45,210.68,0.25,52.67
2024-10-27,October,Festive,Milk - Full Cream,Amul,0.07,0.05,1500,75
2024-11-17,November,Festive,Carrot - Pack 2,Fresho,85.92,65.08,0.5,32.54
2024-07-31,July,Monsoon,Maggi Noodles,MAGGI,0.37,0.25,50,12.5
2024-11-24,November,Festive,Bread - Whole Wheat - Pack 3,Harvest,43.85,31.85,5,159.25
2024-03-14,March,Winter,Potato,Fresho,109.13,75.11,10,751.1
2024-12-17,December,Festive,Potato - Pack 3,Fresho,51.77,37.36,2,74.72
2024-06-20,June,Summer,Rice - Sona Masoori,BB Royal,157.41,120.21,3,360.63
2024-07-10,July,Monsoon,Tea - Leaf - Pack 3,Red Label,0.73,0.49,1500,735
2024-05-30,May,Summer,Tomato - Pack 3,Fresho,39.61,33.09,10,330.9
2024-03-23,March,Winter,Toothpaste - Colgate,Colgate,395.69,326.08,10,3260.8
2024-11-07,November,Festive,Onion,Fresho,44.42,34.42,0.5,17.21
2024-01-14,January,Winter,Onion - Pack 2,Fresho,76.92,59.17,0.5,29.585
2024-10-28,October,Festive,Tender Coconut Water - Pack 2,Fresho,0.18,0.15,100,15
2024-09-18,September,Monsoon,Tea - Leaf - Pack 2,Red Label,0.33,0.23,50,11.5
2024-09-17,September,Monsoon,Tea - Leaf - Pack 2,Red Label,0.09,0.07,250,17.5
2024-06-25,June,Summer,Tender Coconut Water,Fresho,0.24,0.22,100,22
2024-07-12,July,Monsoon,Olive Oil - Extra Virgin,BORGES,1.8,1.35,5000,6750
2024-01-17,January,Winter,Paneer - Fresh - Pack 3,Milky Mist,508.91,387.15,10,3871.5
2024-03-17,March,Winter,Onion,Fresho,85.84,65.2,10,652
2024-12-23,December,Festive,Carrot - Pack 2,Fresho,101.56,91.13,0.25,22.7825
2024-10-10,October,Festive,Tomato - Pack 3,Fresho,54.73,40.25,0.25,10.0625
2024-04-24,April,Summer,Tender Coconut Water - Pack 3,Fresho,0.42,0.31,750,232.5
2024-08-02,August,Monsoon,Bread - Whole Wheat - Pack 3,Harvest,71.05,54.3,4,217.2
2024-03-03,March,Winter,Carrot - Pack 3,Fresho,60.33,43.96,2,87.92
2024-09-27,September,Monsoon,Tender Coconut Water,Fresho,0.16,0.11,100,11
2024-08-29,August,Monsoon,Bread - Whole Wheat - Pack 2,Harvest,77.33,57.38,12,688.56
2024-09-23,September,Monsoon,Paneer - Fresh - Pack 2,Milky Mist,650.56,494.44,10,4944.4
2024-05-17,May,Summer,Tomato - Pack 3,Fresho,49.24,37.86,0.25,9.465
2024-12-13,December,Festive,Toothpaste - Colgate - Pack 3,Colgate,373.95,254.98,5,1274.9
2024-11-01,November,Festive,Eggs - Farm Tray - Pack 3,Fresho,7.09,5.45,24,130.8
2024-11-16,November,Festive,Rice - Sona Masoori - Pack 2,BB Royal,156.85,119.02,3,357.06
2024-11-10,November,Festive,Bread - Whole Wheat - Pack 2,Harvest,48.49,41.18,6,247.08
2024-02-29,February,Winter,Milk - Full Cream,Amul,0.05,0.04,750,30
2024-08-15,August,Monsoon,Carrot - Pack 2,Fresho,66.08,51.95,3,155.85
2024-07-28,July,Monsoon,Maggi Noodles - Pack 2,MAGGI,0.21,0.17,50,8.5
2024-11-15,November,Festive,Onion,Fresho,44.79,36.15,0.5,18.075
2024-02-09,February,Winter,Tomato - Pack 3,Fresho,27.81,26.37,1,26.37
